nombre,apellido,cargo,provincia,bloque,partido,mandato,mandato_inicio,mandato_fin,foto_url,wikidata_id,fuente_url,fuente_nombre
Hilda,Aguirre,diputado,La Rioja,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/27139186244_20231130154914000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Guillermo César,Agüero,diputado,Chaco,UCR - UNIÓN CÍVICA RADICAL,UCR - UNIÓN CÍVICA RADICAL,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/20219307757_20251127110110000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Sabrina,Ajmechet,diputado,Ciudad de Buenos Aires,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/27290423894_20251205090952000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
"Ernesto ""Pipi""",Alí,diputado,San Luis,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2023-2027,2024-01-31,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20223799281_20240129144903000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Carlos Alberto,Almena,diputado,San Luis,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/20200592167_20251204134624000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Lisandro,Almirón,diputado,Corrientes,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/23233977519_20231128110506000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Claudio,Álvarez,diputado,San Luis,INNOVACIÓN FEDERAL,INNOVACIÓN FEDERAL,2023-2027,2025-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20254305759_20251127110943000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Cristian,Andino,diputado,San Juan,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/20233803252_20251202134006000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Javier,Andrade,diputado,Ciudad de Buenos Aires,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2023-2027,2025-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20205726838_20251202084506000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Barbara,Andreussi,diputado,Jujuy,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/27178894590_20251125093245000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Pablo,Ansaloni,diputado,Buenos Aires,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20220776795_20231218133633000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Damián,Arabia,diputado,Ciudad de Buenos Aires,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20357318158_20231128095338000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Jorge Neri,Araujo Hernández,diputado,Tierra del Fuego,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20229561481_20231128110329000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Martín,Ardohain,diputado,La Pampa,PRO,PRO,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/23202055869_20231218135501000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Lourdes Micaela,Arrieta,diputado,Mendoza,PROVINCIAS UNIDAS,PROVINCIAS UNIDAS,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/27372984177_20240522103948000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Alberto,Arrúa,diputado,Misiones,INNOVACIÓN FEDERAL,INNOVACIÓN FEDERAL,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20245738723_20231128100717000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Martín,Aveiro,diputado,Mendoza,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20241811612_20231218133854000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Belén,Avico,diputado,Cordoba,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/27275988877_20231218134025000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Jorge Antonio,Avila,diputado,Chubut,PROVINCIAS UNIDAS,PROVINCIAS UNIDAS,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20174462144_20231205093948000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Fernanda,Avila,diputado,Catamarca,ELIJO CATAMARCA,ELIJO CATAMARCA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/27324151031_20231128100116000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Karina,Banfi,diputado,Buenos Aires,ADELANTE BUENOS AIRES,ADELANTE BUENOS AIRES,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/27225074467_20231215100135000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Marcelo,Barbur,diputado,Santiago del Estero,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/20184725976_20251127111243000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Luis Eugenio,Basterra,diputado,Formosa,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/23124773849_20231218134240000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Atilio,Basualdo,diputado,Formosa,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2025-2029,2025-12-17,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/20147385375_20251216131254000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Carolina,Basualdo,diputado,Cordoba,PROVINCIAS UNIDAS,PROVINCIAS UNIDAS,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/27264849638_20251203092410000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Mónica,Becerra,diputado,San Luis,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/27239991810_20251127111527000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Beltrán,Benedit,diputado,Entre Rios,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20131823666_20231207102136000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Bertie,Benegas Lynch,diputado,Buenos Aires,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20186213476_20231218134617000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Emmanuel,Bianchetti,diputado,Misiones,PRO,PRO,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20290353123_20241015130737000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Bernardo,Biella,diputado,Salta,INNOVACIÓN FEDERAL,INNOVACIÓN FEDERAL,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/20162915119_20251204135134000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Rocío,Bonacci,diputado,Santa Fe,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/27396592881_20231128103306000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Alejandro,Bongiovanni,diputado,Santa Fe,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20301123990_20231128103659000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Gustavo,Bordet,diputado,Entre Rios,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20149980548_20231128110939000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Alejandrina,Borgatta,diputado,Santa Fe,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/27307017496_20251201094658000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Gabriel,Bornoroni,diputado,Cordoba,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20266723181_20231129150958000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Myriam,Bregman,diputado,Ciudad de Buenos Aires,PTS-FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD,PTS-FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/27226005531_20251127152919000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Adrián,Brizuela,diputado,Catamarca,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/20229354036_20251127111925000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Eliana,Bruno,diputado,Salta,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2023-2027,2025-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/27337541599_20251204135612000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Juan Fernando,Brügge,diputado,Cordoba,PROVINCIAS UNIDAS,PROVINCIAS UNIDAS,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20161572749_20231128095743000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Santiago,Cafiero,diputado,Buenos Aires,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20273754041_20231218134818000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Mariano,Campero,diputado,Tucuman,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20301177314_20231128100341000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Celia,Campitelli,diputado,Santiago del Estero,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/27051354805_20231130154636000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Julieta Marisol,Campo,diputado,Chaco,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/27360187867_20251127084629000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Lucía,Cámpora,diputado,Ciudad de Buenos Aires,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/27357276328_20251127112232000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Sergio Eduardo,Capozzi,diputado,Rio Negro,PROVINCIAS UNIDAS,PROVINCIAS UNIDAS,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/23111038589_20231129154056000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Florencia,Carignano,diputado,Santa Fe,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/27266811425_20231218134938000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Alejandro,Carrancio,diputado,Buenos Aires,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/20253856409_20251127112724000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Sergio Guillermo,Casas,diputado,La Rioja,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20172493379_20231129154211000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Carlos Daniel,Castagneto,diputado,Buenos Aires,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20139425163_20231128100920000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Giselle,Castelnuovo,diputado,Buenos Aires,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/27277670718_20251127091254000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Jorge,Chica,diputado,San Juan,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20275742253_20231128101110000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Abel,Chiconi,diputado,San Juan,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/23320336813_20251202090052000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Gerardo,Cipolini,diputado,Chaco,UCR - UNIÓN CÍVICA RADICAL,UCR - UNIÓN CÍVICA RADICAL,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20056678558_20231128100953000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Carlos,Cisneros,diputado,Tucuman,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20162164040_20200206125401_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Mariela,Coletta,diputado,Ciudad de Buenos Aires,PROVINCIAS UNIDAS,PROVINCIAS UNIDAS,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/27345125391_20231128100429000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Facundo,Correa Llano,diputado,Mendoza,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20268386131_20231218135336000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Ricardo,Daives,diputado,Santiago del Estero,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20080476842_20231207100702000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Fernando,de Andreis,diputado,Ciudad de Buenos Aires,PRO,PRO,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/20249775461_20251127113216000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
María Graciela,de la Rosa,diputado,Formosa,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/23113647604_20251126100940000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Natalia,de la Sota,diputado,Cordoba,DEFENDAMOS CÓRDOBA,DEFENDAMOS CÓRDOBA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/27248854265_20211216102711000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
María Florencia,De Sensi,diputado,Buenos Aires,PRO,PRO,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/27332948895_20251128092414000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Nicolás,del Caño,diputado,Buenos Aires,PTS-FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD,PTS-FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/20279217714_20251204140140000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Romina,Del Plá,diputado,Buenos Aires,PARTIDO OBRERO EN EL FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,PARTIDO OBRERO EN EL FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/27226680565_20251127120203000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Fernanda,Díaz,diputado,Buenos Aires,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/27349910298_20251204140349000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Romina,Diez,diputado,Santa Fe,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/27280582536_20231128105528000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Sergio,Dolce,diputado,Chaco,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/20269684438_20251126101424000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Nicolás,Emma,diputado,Ciudad de Buenos Aires,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/20291515011_20251128090428000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Gabriela Beatriz,Estévez,diputado,Cordoba,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/27261225234_20231129151114000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Eduardo,Falcone,diputado,Buenos Aires,MID - MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO,MID - MOVIMIENTO DE INTEGRACIÓN Y DESARROLLO,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20148134902_20241128142619000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Alejandro,Fargosi,diputado,Ciudad de Buenos Aires,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/20113717506_20251211145749000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Pablo,Farías,diputado,Santa Fe,PROVINCIAS UNIDAS,PROVINCIAS UNIDAS,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/20210031856_20260327084248000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Emir,Félix,diputado,Mendoza,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/20168368373_20251204141145000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Jorge,Fernández,diputado,San Luis,PRIMERO SAN LUIS,PRIMERO SAN LUIS,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/20133010298_20251202143951000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Elia Marina,Fernández,diputado,Tucuman,INDEPENDENCIA,INDEPENDENCIA,2023-2027,2025-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/27167354918_20251202142545000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Daiana,Fernández Molero,diputado,Ciudad de Buenos Aires,PRO,PRO,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/27319171148_20231128102546000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Abelardo,Ferrán,diputado,La Pampa,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/20133677586_20251126102235000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Maximiliano,Ferraro,diputado,Ciudad de Buenos Aires,COALICION CIVICA,COALICION CIVICA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/20250442433_20231128104631000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Alida,Ferreyra,diputado,Ciudad de Buenos Aires,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2023-2027,2024-01-31,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/27262351195_20240129145036000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Sergio,Figliuolo,diputado,Buenos Aires,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/20253596814_20251204141955000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Alejandro,Finocchiaro,diputado,Buenos Aires,PRO,PRO,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/20184536758_20211202162523000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Maria Gabriela,Flores,diputado,Salta,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/27241384727_20251204142138000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Mónica,Frade,diputado,Buenos Aires,COALICION CIVICA,COALICION CIVICA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/23127596824_20231128101433000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Alicia,Fregonese,diputado,Entre Rios,PRO,PRO,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/27142715916_20251215115147000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Andrea,Freites,diputado,Tierra del Fuego,UNIÓN POR LA PATRIA,UNIÓN POR LA PATRIA,2023-2027,2023-12-10,2027-12-09,https://parlamentaria.hcdn.gob.ar/image/27256325689_20231128102702000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
Maira,Frias,diputado,Chubut,LA LIBERTAD AVANZA,LA LIBERTAD AVANZA,2025-2029,2025-12-10,2029-12-09,https://parlamentaria.hcdn.gob.ar/image/27330723578_20251126102513000_medium.png,,https://www.hcdn.gob.ar/diputados/,H. Camara de Diputados de la Nacion (nomina oficial en vivo)
